NO,SCT_SHIP__NO,MR,COMMERCIAL_INVOICE_NO,INVOICE_DATE,PO_NO,VENDOR,CATEGORY,MAIN_DESCRIPTION_(PO),SUB_DESCRIPTION,SHU,DAS,MIR,AGI,INCOTERMS,CURRENCY,INVOICE_VALUE,FREIGHT,INSURANCE,CIF_VALUE,COE,POL,POD,BL_NO_AWB_NO,VESSEL_NAME_FLIGHT_NO,FORWARDER,SHIP_MODE,PKG,20DC,40DC,40HQ,45HQ,20OT(IN),20OT(OH),40OT(IN),40OT(OH),20FR(IN),40FR(IN),20FR(FV),40FR(OW),"20FR(OW,OH)","40FR(OW,OH)","40FR(OW,OL)",LCL,QTY_OF_CNTR,G_BULK,O_BULK,H_BULK,GWT(KG),CBM,R/T(GRAND-_TOTAL),A_CWT(KG),ETD,ATD,ETA,ATA,ATTESTATION_DATE,DO_COLLECTION,CUSTOMS_START,CUSTOMS_CLOSE,CUSTOM_CODE,DUTY_AMT,VAT_AMT,SHU2,MIR3,DAS4,AGI5,DSV_INDOOR,DSV_OUTDOOR,DSV_MZD,DSV_KIZAD,JDN_MZD,JDN_WATERFRONT,MOSB,AAA_STORAGE,ZENER_(WH),HAULER_DG_STORAGE,VIJAY_TANKS
699,HVDC-ADOPT-HE-0379,E01,PRL-MIR-041-O spare,2025-06-12,4572116646,Hitachi,Elec,Main Converter,"AC Filter Arrester, FA1 Spare",,,O,,DAP,SEK,252112.5,520.14,25211.25,277843.89,SWEDEN,Gothenburg,Khalifa port,GOT36800311-002,MSC GIUSY,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,70,0.3,0.3,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,2025-08-14,,,,,,,,,,,,,
700,HVDC-ADOPT-HE-0383,E01,PRL-DAS-036-O1,2025-06-12,4572116646,Hitachi,Elec,Main Converter,DC Breaker Units,,O,,,DAP,SEK,15563900,117164.8,1556390,17237454.8,SWEDEN,Gothenburg,Khalifa port,GOT36800315-001,MSC GIUSY,Scan Global Logistics AB,C,22,,,2,,,,,,,,,,,,,,2,,,,17380,74.2,74.2,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,,2025-08-25,,,,,,,,2025-08-18,,,,
701,HVDC-ADOPT-HE-0384,E01,PRL-DAS-036-O2 Spare,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Operating Device BLG,,O,,,DAP,SEK,3537250,14402.23,353725,3905377.23,SWEDEN,Gothenburg,Khalifa port,GOT36800315-002,MSC GIUSY,Scan Global Logistics AB,C,5,,,,,,,,,,,,,,,,,0,,,,2560,9.12,9.12,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,,2025-09-23,,2025-08-25,,,,,,2025-09-15,,,,
702,HVDC-ADOPT-HE-0385-1,E01,PRL-ZAK-021-O-OUTDOOR,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Breakers,,,,O,DAP,SEK,8699968.42,70053.06,869996.84,9640018.32,SWEDEN,Gothenburg,Khalifa port,GOT36800313-001,MSC GIUSY,Scan Global Logistics AB,C,14,,,3,,,,,,,,,,,,,,3,,,,11460,44.36,44.36,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,,,2025-12-25,2025-08-26,,,,,,2025-11-20,,,,
703,HVDC-ADOPT-HE-0386,E01,PRL-ZAK-021-O-INDOOR-SPARE,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Breakers Spare,,,,O,DAP,SEK,1864278.95,17266.63,186427.89,2067973.47,SWEDEN,Gothenburg,Khalifa port,GOT36800313-002,MSC GIUSY,Scan Global Logistics AB,C,3,,,,,,,,,,,,,,,,,0,,,,2430,10.9,10.9,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,,,2025-12-02,2025-08-30,,,,,,2025-12-26,,,,
704,HVDC-ADOPT-HE-0387-1,E01,PRL-SHU-053-O-INDOOR,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Breakers,O,,,,DAP,SEK,10384800,106115.83,1038480,11529395.83,SWEDEN,Gothenburg,Khalifa port,GOT36800316-001,MSC GIUSY,Scan Global Logistics AB,C,16,,,,,,,,,,,,,,,,,0,,,,15360,67.2,67.2,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,2025-09-18,,,,,,,,,,,,,,
705,HVDC-ADOPT-HE-0388,E01,PRL-SHU-053-O-INDOOR-SPARE,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Breakers Spare,O,,,,DAP,SEK,1947150,13719.75,194715,2155584.75,SWEDEN,Gothenburg,Khalifa port,GOT36800316-002,MSC GIUSY,Scan Global Logistics AB,C,3,,,,,,,,,,,,,,,,,0,,,,2110,8.69,8.69,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,2025-09-18,,,,,,,,,,,,,,
706,HVDC-ADOPT-HE-0389,E01,PRL-SHU-053-O-OUTDOOR,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Breakers,O,,,,DAP,SEK,9086700,89774.39,908670,10085144.39,SWEDEN,Gothenburg,Khalifa port,GOT36800317-001,MSC GIUSY,Scan Global Logistics AB,C,14,,,,,,,,,,,,,,,,,0,,,,9860,41.59,41.59,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,2025-08-13,,,,,,,,,,,,,,
707,HVDC-ADOPT-HE-0390,E01,PRL-SHU-053-O-OUTDOOR-SPARE,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Corona Ring Spare,O,,,,DAP,SEK,649050,9645.72,64905,723600.72,SWEDEN,Gothenburg,Khalifa port,GOT36800317-002,MSC GIUSY,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,900,4.47,4.47,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,2025-08-13,,,,,,,,,,,,,,
708,HVDC-ADOPT-HE-0391,E01,PRL-MIR-037-O-OUTDOOR,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Breakers,,,O,,DAP,SEK,20769600,228174.81,2076960,23074734.81,SWEDEN,Gothenburg,Khalifa port,GOT36800318,MSC GIUSY,Scan Global Logistics AB,C,32,,,5,,,,,,,,,,,,,,5,,,,30540,132.51,132.51,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,2025-08-14,,,,,,,,,,,,,
709,HVDC-ADOPT-HE-0392,E01,PRL-MIR-037-O-INDOOR-SPARE,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Breakers Spare,,,O,,DAP,SEK,2596200,20776.22,259620,2876596.22,SWEDEN,Gothenburg,Khalifa port,GOT36800320,MSC GIUSY,Scan Global Logistics AB,C,4,,,,,,,,,,,,,,,,,0,,,,2960,13.16,13.16,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,2025-10-24,,,2025-08-26,,,,,,,,,,
710,HVDC-ADOPT-HE-0393,E01,PRL-ZAK-023-O1,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Operating Mechanism AD100,,,,O,DAP,SEK,7817625,70964.48,781762.5,8670351.98,SWEDEN,Gothenburg,Khalifa port,GOT36800319-001,MSC GIUSY,Scan Global Logistics AB,C,15,,,2,,,,,,,,,,,,,,2,,,,11000,44.94,44.94,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,,,2025-12-25,2025-08-30,,,,,,2025-11-20,,,,
711,HVDC-ADOPT-HE-0394,E01,PRL-ZAK-023-O2 SPARE,2025-06-12,4572116646,Hitachi,Elec,Main Converter,Operating Mechanism AD100 Spare,,,,O,DAP,SEK,1563525,7068.64,156352.5,1726946.14,SWEDEN,Gothenburg,Khalifa port,GOT36800319-002,MSC GIUSY,Scan Global Logistics AB,C,3,,,,,,,,,,,,,,,,,0,,,,1030,4.48,4.48,,2025-06-12,2025-06-12,2025-07-30,2025-07-30,2025-11-30,2025-08-01,2025-08-07,2025-08-07,47150,,,,,,,2025-11-14,,,,,,,,,,
712,HVDC-ADOPT-HE-0400,E01,PRL-CS-040-O,2025-06-19,4572116646,Hitachi,Elec,Main Converter,Control Equipment,,O,O,O,DAP,SEK,1606797.22,47047.59,160679.72,1814524.53,SWEDEN,Gothenburg,Khalifa port,GOT36800321,MSC GIUSY,Scan Global Logistics AB,C,10,1,,,,,,,,,,,,,,,,1,,,,1640,11.55,11.55,,2025-06-19,2025-06-19,2025-07-30,2025-07-30,2025-12-17,2025-07-31,2025-08-07,2025-08-07,47150,22129,35697,2025-08-13,2025-08-13,2025-08-17,,2025-08-13,,,,,,2025-08-12,,,,
713,HVDC-ADOPT-HE-0362,E01,PRL-O-032-O,2025-06-05,4572116646,Hitachi,Elec,Main Converter,Set of Hand Tools Upgrade G5,O,O,O,O,DAP,SEK,123536,3795,12353.6,139684.6,SWEDEN,Gothenburg,Khalifa port,GOT36800298,MSC SIXIN,Scan Global Logistics AB,C,4,,,,,,,,,,,,,,,,,0,,,,168,1.03,1.03,,2025-06-05,2025-06-05,2025-08-04,2025-08-04,2025-11-30,2025-08-06,2025-08-07,2025-08-07,47150,2663,28054,2025-08-19,2025-08-29,2025-08-22,2025-08-27,,,,,,,2025-08-18,,,,
714,HVDC-ADOPT-HE-0374,E01,PRL-MIR-010-O9,2025-06-05,4572116646,Hitachi,Elec,Main Converter,External Pipes/System-Cooling Room,,,O,,DAP,SEK,828590.98,138800,82859.1,1050250.08,SWEDEN,Gothenburg,Khalifa port,GOT36800306,MSC SIXIN,Scan Global Logistics AB,C,5,,,3,,,,,,,,,,,,,,3,,,,11390,76.54,76.54,,2025-06-05,2025-06-05,2025-08-04,2025-08-04,2025-11-30,2025-08-06,2025-08-07,2025-08-07,47150,,,,2025-08-17,,,,,,,,,,,,,
715,HVDC-ADOPT-HE-0376,E01,PRL-DAS-013-O8,2025-06-05,4572116646,Hitachi,Elec,Main Converter,Pipe Supports+Material Coolers,,O,,,DAP,SEK,82859.1,14110,8285.91,105255.01,SWEDEN,Gothenburg,Khalifa port,GOT36800307,MSC SIXIN,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,1090,4.83,4.83,,2025-06-05,2025-06-05,2025-08-04,2025-08-04,2025-11-30,2025-08-06,2025-08-07,2025-08-07,47150,,,,,2025-08-25,,,,,,,,2025-08-18,,,,
716,HVDC-ADOPT-HE-0377,E01,PRL-MIR-010-10,2025-06-05,4572116646,Hitachi,Elec,Main Converter,External Pipes/System-Cooling Room,,,O,,DAP,SEK,124288.65,32792,12428.87,169509.52,SWEDEN,Gothenburg,Khalifa port,GOT36800310,MSC SIXIN,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,3270,17.66,17.66,,2025-06-05,2025-06-05,2025-08-04,2025-08-04,2025-11-30,2025-08-06,2025-08-07,2025-08-07,47150,,,,2025-08-17,,,,,,,,,,,,,
717,HVDC-ADOPT-SCT-0125,E08,HVDC-ADOPT-SCT-0125,2025-07-08,5000801061,Arab Steel,Elec,Communication & Security System,Anchor Bolt with Template,O,,,,FOB,USD,458,615,61.5,1134.5,Egypt,Kairo,Abu Dhabi Airport,DGL4736,ES0190,,A,1,,,,,,,,,,,,,,,,,0,,,,205,0.25,0.25,,2025-07-21,2025-07-21,2025-07-22,2025-07-22,,2025-08-13,2025-08-13,2025-08-13,47150,209,219,2025-08-14,,,,,,,,,,,,,,
718,HVDC-ADOPT-SCT-0120,E08,HVDC-ADOPT-SCT-0120,2025-07-12,5000735555,LS Cable,Elec,"MV, LV & Control Cable",400kv Power Cable Accessories,O,,O,,FOB,USD,31750,4000,393.25,36143.25,KOREA,Busan Port,Khalifa port,SEL00000550,HMM DAON,Deugro,C,10,1,,2,,,,,,,,,,,,,,3,,,,18708,39.85,39.85,,2025-07-12,2025-07-12,2025-08-14,2025-08-14,2025-11-30,2025-08-15,2025-08-15,2025-08-15,47150,6637,6969,2025-08-26,2025-08-26,,,,,,,,,,,,,
719,HVDC-ADOPT-SCT-0129,E08,HVDC-ADOPT-SCT-0129,2025-08-14,5001003776,Sangdong,Elec,Earthing & Lightning Protection Material,Earthing & Lightning Protection Material (7th),O,O,O,O,FOB,USD,902,390,50.41,1342.41,KOREA,Incheon,Abu Dhabi Airport,SEL00000827,EY823,,A,1,,,,,,,,,,,,,,,,,0,,,,66,0.24,0.24,,2025-08-14,2025-08-14,2025-08-14,2025-08-14,,2025-08-15,2025-08-15,2025-08-15,47150,247,259,2025-08-19,2025-08-23,2025-08-22,2025-02-14,,,,,,,2025-08-16,,,,
720,HVDC-ADOPT-HE-0480,E01,PRL-DAS-037-A,2025-08-12,4572116646,Hitachi,Elec,Main Converter,Connectors,,O,,,FOB,EUR,66715.96,10514.89,6671.6,83902.45,Austria,Linz,Abu Dhabi Airport,IBC-19001926,EY0154,,A,7,,,,,,,,,,,,,,,,,0,,,,2466,6.76,6.76,,2025-08-12,2025-08-12,2025-08-15,2025-08-15,2025-11-30,2025-08-18,2025-08-18,2025-08-18,47150,,18034,,,2025-08-22,,,,,,,,2025-08-19,,,,
721,HVDC-ADOPT-SCT-0121,E08,HVDC-ADOPT-SCT-0121,2025-06-18,5001004422,Roxtec,Elec,Lighting&Small Power System,Multi Cable Transit,O,O,O,O,FOB,USD,951005.42,1600,10478.66,963084.08,SWEDEN,Helsingborg,Khalifa port,SEL00000527,MSC KYUNGMIN,deugro,C,21,,,1,,,,,,,,,,,,,,1,,,,11750,17.81,17.81,,2025-07-19,2025-07-19,2025-08-16,2025-08-16,2025-11-30,2025-08-16,2025-08-18,2025-08-18,47150,176849,185689,2025-08-21,2025-08-21,2025-08-25,2025-08-25,,,,,,,2025-08-21,,,,
722,HVDC-ADOPT-SIM-0094,E04-1,NR2512686,2025-07-28,SCT-19LT-PRC-PO-004,EUPEN,Elec,400kV and 132kV New Converter GIS,"Eupen Cables - MRDC, SHDC, GHDC and DSDC",,,O,O,CIF,EUR,,,,30331.94,BELGIUM,Brussels,Abu Dhabi Airport,H018447,EK9111T,,A,9,,,,,,,,,,,,,,,,,0,,,,3473,11.18,11.18,,2025-08-14,2025-08-14,2025-08-16,2025-08-16,2025-11-30,2025-08-19,2025-08-19,2025-08-19,47150,6503,6828,,2025-08-22,,2025-08-28,,,,,,,2025-08-23,,,,
723,HVDC-ADOPT-HE-0420,E01,PRL-CS-041-O,2025-07-18,4572116646,Hitachi,Elec,Main Converter,Neutral Earthing Resistors,,O,,O,DAP,EUR,279266.4,33777.98,27926.64,340971.02,BELGIUM,Antwerp,Khalifa port,GOT36800328,MSC VERONA,Scan Global Logistics AB,C,12,1,,,,,,,,,2,,,,,,,3,,,,10746,123.41,123.41,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-20,2025-08-20,47150,,148580,,,2025-09-09,2025-12-25,,2025-09-13,,,,,2025-12-17,,,,
724,HVDC-ADOPT-HE-0423,E01,PRL-MIR-047-O,2025-07-18,4572116646,Hitachi,Elec,Main Converter,Neutral Earthing Resistors,,,O,,DAP,EUR,143252.55,16943.04,14325.26,174520.85,BELGIUM,Antwerp,Khalifa port,GOT36800329,MSC VERONA,Scan Global Logistics AB,C,6,,,,,,,,,,1,,,,,,,1,,,,5453,61.7,61.7,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-20,2025-08-20,47150,,,,2025-08-26,,,,,,,,,,,,,
725,HVDC-ADOPT-HE-0424,E01,PRL-SHU-071-O,2025-07-18,4572116646,Hitachi,Elec,Main Converter,Neutral Earthing Resistors,O,,,,DAP,EUR,147032.55,16943.04,14703.26,178678.85,BELGIUM,Antwerp,Khalifa port,GOT36800330,MSC VERONA,Scan Global Logistics AB,C,6,,,,,,,,,,1,,,,,,,1,,,,5373,61.7,61.7,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-20,2025-08-20,47150,,,2025-08-26,,,,,,,,,,,,,,
726,HVDC-ADOPT-HE-0395,E01,PRL-MIR-042-O,2025-07-19,4572116646,Hitachi,Elec,Main Converter,Connectors,,,O,,DAP,EUR,27518,2394.45,2751.8,32664.25,BELGIUM,Antwerp,Khalifa port,GOT36800324,MSC VERONA,Scan Global Logistics AB,C,2,1,,,,,,,,,,,,,,,,1,,,,582,1.93,1.93,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-21,2025-08-21,47150,,103461,,2025-09-04,,,,,,,,,,,,,
727,HVDC-ADOPT-HE-0396,E01,PRL-DAS-037-O,2025-07-19,4572116646,Hitachi,Elec,Main Converter,Connectors,,O,,,DAP,EUR,66077,3171.58,6607.7,75856.28,BELGIUM,Antwerp,Khalifa port,GOT36800325,MSC VERONA,Scan Global Logistics AB,C,5,,,,,,,,,,,,,,,,,0,,,,2623,4.83,4.83,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-21,2025-08-21,47150,,,,,2025-09-13,,,,,,,,2025-09-07,,,,
728,HVDC-ADOPT-HE-0397,E01,PRL-ZAK-024-O,2025-07-19,4572116646,Hitachi,Elec,Main Converter,Connectors,,,,O,DAP,EUR,54845,2559.26,5484.5,62888.76,BELGIUM,Antwerp,Khalifa port,GOT36800326,MSC VERONA,Scan Global Logistics AB,C,4,,,,,,,,,,,,,,,,,0,,,,1888,3.86,3.86,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-21,2025-08-21,47150,,,,,,2025-11-13,,2025-09-13,,,,,2025-11-05,,,,
729,HVDC-ADOPT-HE-0413,E01,PRL-ZAK-025-O1,2025-07-19,4572116646,Hitachi,Elec,Main Converter,Fiber Optic Cable,,,,O,DAP,SEK,3017088,30065.39,301708.8,3348862.19,BELGIUM,Antwerp,Khalifa port,GOT36800327-001,MSC VERONA,Scan Global Logistics AB,C,8,,,,,,,,,,,,,,,,,0,,,,2784,8.76,8.76,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-21,2025-08-21,47150,,,,,,2025-10-02,2025-09-10,,,,,,2025-09-27,,,,
730,HVDC-ADOPT-HE-0414,E01,PRL-ZAK-025-O2 SPARE,2025-07-19,4572116646,Hitachi,Elec,Main Converter,Fiber Optic Cable Spare,O,O,O,O,DAP,SEK,125712,2457.49,12571.2,140740.69,BELGIUM,Antwerp,Khalifa port,GOT36800327-002,MSC VERONA,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,123,0.44,0.44,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-21,2025-08-21,47150,,,2025-09-11,2025-09-11,,2025-09-18,2025-09-10,,,,,,2025-09-10,,,,
731,HVDC-ADOPT-HE-0477-1,E01,PRL-SHU-079-A1,2025-08-14,4572116646,Hitachi,Elec,Main Converter,Capacitors Accessories,O,,,,DAP,SEK,2841174.28,437164.03,284117.43,3562455.74,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130122115,EY918,,A,7,,,,,,,,,,,,,,,,,0,,,,15801,23.76,23.76,,2025-08-14,2025-08-14,2025-08-19,2025-08-19,2025-11-30,2025-08-21,2025-08-21,2025-08-21,47150,52622,70798,2025-08-21,,,,,,,,,,,,,,
732,HVDC-ADOPT-HE-0434,E01,PRL-MIR-046-O,2025-07-24,4572116646,Hitachi,Elec,Main Converter,Insulators,,,O,,DAP,EUR,75276,15206.12,7527.6,98009.72,CHINA,Shanghai,Khalifa port,GOT36800337,MSC EVA,Scan Global Logistics AB,C,30,,,2,,,,,,,,,,,,,,2,,,,14404,54.96,54.96,,2025-07-24,2025-07-24,2025-08-18,2025-08-18,2025-12-17,2025-08-21,2025-08-22,2025-08-22,47150,51289,53852,,2025-09-04,,,,,,,,,,,,,
733,HVDC-ADOPT-HE-0435,E01,PRL-DAS-039-O2,2025-07-24,4572116646,Hitachi,Elec,Main Converter,Insulators,,O,,,DAP,EUR,111802.95,19489.77,11180.3,142473.02,CHINA,Shanghai,Khalifa port,GOT36800338,MSC EVA,Scan Global Logistics AB,C,44,,,3,,,,,,,,,,,,,,3,,,,20520,91.61,91.61,,2025-07-24,2025-07-24,2025-08-18,2025-08-18,2025-12-17,2025-08-21,2025-08-22,2025-08-22,47150,,,,,2025-09-09,,,,,,,,2025-09-04,,,,
734,HVDC-ADOPT-HE-0436,E01,PRL-O-040-O1,2025-07-11,4572116646,Hitachi,Elec,Main Converter,NYTRO 10XN Transformer Oil,,,O,,DAP,USD,171984.37,18585.6,17198.44,207768.41,BELGIUM,Antwerp,Khalifa port,ANRB44719,GERHARD SCHULTE,,C,4,4,,,,,,,,,,,,,,,,4,,,,84480,153.19,153.19,,2025-07-11,2025-07-11,2025-08-22,2025-08-22,2025-11-30,2025-08-22,2025-08-23,2025-08-23,47150,38152,40059,,2025-08-28,,,,,,,,,,,,,
735,HVDC-ADOPT-HE-0429,E01,PRL-ZAK-017-O3,2025-07-19,4572116646,Hitachi,Elec,Main Converter,Aluminium Busbar Tube 160x6mm Pos 360,,,,O,DAP,EUR,3802.71,3107.57,380.27,7290.55,BELGIUM,Antwerp,Khalifa port,GOT36800333,MSC VERONA,Scan Global Logistics AB,C,6,1,,,,,,,,,,,,,,,,1,,,,581,3.27,3.27,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-20,2025-08-20,47150,63016,80931,,,,2025-12-25,2025-09-10,,,,,,2025-10-28,,,,
736,HVDC-ADOPT-HE-0430,E01,PRL-CS-042-O,2025-07-19,4572116646,Hitachi,Elec,Main Converter,Key Interlock System,O,O,O,O,DAP,EUR,258404.74,2869.56,25840.47,287114.77,BELGIUM,Antwerp,Khalifa port,GOT36800334,MSC VERONA,Scan Global Logistics AB,C,4,,,,,,,,,,,,,,,,,0,,,,609,2.88,2.88,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-20,2025-08-20,47150,,,2025-09-21,2025-09-04,2025-09-06,,2025-09-10,,,,,,2025-09-04,,,,
737,HVDC-ADOPT-HE-0431,E01,PRL-MIR-010-O11,2025-07-19,4572116646,Hitachi,Elec,Main Converter,Pipe Supports+MIR Pole 1,,,O,,DAP,SEK,662872.78,42492.96,66287.28,771653.02,BELGIUM,Antwerp,Khalifa port,GOT36800335,MSC VERONA,Scan Global Logistics AB,C,2,,,,,,,,,,,,,,,,,0,,,,1350,5.18,5.18,,2025-07-19,2025-07-19,2025-08-18,2025-08-18,2025-11-30,2025-08-19,2025-08-20,2025-08-20,47150,,,,2025-09-04,,,,,,,,,,,,,
739,HVDC-ADOPT-HE-0493,E01,PRL-CS-047-A,2025-08-22,4572116646,Hitachi,Elec,Main Converter,Control Equipment,O,O,O,O,DAP,EUR,13695.92,4342.13,1369.59,19407.64,Denmark,Copenhagen,Abu Dhabi Airport,1130122535,EY178,,A,4,,,,,,,,,,,,,,,,,0,,,,435,5.29,5.29,,2025-08-24,2025-08-24,2025-08-24,2025-08-24,2025-11-30,2025-08-25,2025-08-25,2025-08-25,47150,4156,4363,2025-08-28,2025-08-28,2025-09-01,,2025-08-26,,,,,,2025-08-26,,,,
740,HVDC-ADOPT-SCT-0108,E08,HVDC-ADOPT-SCT-0108,2025-07-18,5001003776,Sangdong,Elec,Earthing & Lightning Protection Material,Earthing & Lightning Protection Material (6th),O,O,O,O,FOB,USD,15258.88,800,176.65,16235.53,KOREA,Busan Port,Khalifa port,SEL00000562,HMM MIR,Deugro,C,6,1,,,,,,,,,,,,,,,,1,,,,7350,15.69,15.69,,2025-07-17,2025-07-17,2025-08-27,2025-08-27,2025-12-17,2025-08-25,2025-08-26,2025-08-26,47150,2982,3130,2026-01-20,2026-01-20,2025-09-23,2025-10-23,,,,,,,2025-08-16,,,,
741,HVDC-ADOPT-HE-0477-2,E01,PRL-SHU-079-A2,2025-08-18,4572116646,Hitachi,Elec,Main Converter,CORONA PROTECTOR,O,,,,DAP,SEK,405882.04,313112.33,40588.2,759582.57,NETHERLANDS,Amsterdam,Abu Dhabi Airport,1130122116,EY914,,A,1,,,,,,,,,,,,,,,,,0,,,,1134,8.38,8.38,,2025-08-18,2025-08-18,2025-08-26,2025-08-26,2025-11-30,2025-08-27,2025-08-27,2025-08-27,47150,14565,15293,2025-08-28,,,,,,,,,,,,,,
742,HVDC-ADOPT-HE-0438,E01,PRL-ZAK-013-O,2025-07-17,4572116646,Hitachi,Elec,Main Converter,DC BUS ARRESTERS,,,,O,DAP,SEK,12861564.75,120304.32,1286156.48,14268025.55,SWEDEN,Gothenburg,Khalifa port,GOT36800340-001,MSC MELATILDE,Scan Global Logistics AB,C,12,,,2,,,,,,,,,,,,,,2,,,,25940,88.9,88.9,,2025-07-17,2025-07-17,2025-08-26,2025-08-26,2025-12-17,2025-08-22,2025-08-27,2025-08-27,47150,542632,569761,,,,2025-12-25,,2025-09-06,,,,,2025-11-21,,,,
743,HVDC-ADOPT-HE-0439,E01,PRL-ZAK-013-O SPARE,2025-07-17,4572116646,Hitachi,Elec,Main Converter,DC Bus Arresters Spare,,,,O,DAP,SEK,1071797.06,2475.57,107179.71,1181452.34,SWEDEN,Gothenburg,Khalifa port,GOT36800340-002,MSC MELATILDE,Scan Global Logistics AB,C,1,,,,,,,,,,,,,,,,,0,,,,150,1.21,1.21,,2025-07-17,2025-07-17,2025-08-26,2025-08-26,2025-12-17,2025-08-22,2025-08-27,2025-08-27,47150,,,,,,2025-12-25,,2025-09-06,,,,,2025-11-21,,,,
744,HVDC-ADOPT-HE-0440,E01,PRL-ZAK-027-O,2025-07-17,4572116646,Hitachi,Elec,Main Converter,AC BUS ARRESTERS,,,,O,DAP,SEK,8930259.69,174347.58,893025.97,9997633.24,SWEDEN,Gothenburg,Khalifa port,GOT36800341-001,MSC MELATILDE,Scan Global Logistics AB,C,20,,,2,,,,1,,,,,,,,,,3,,,,26495,129.11,129.11,,2025-07-17,2025-07-17,2025-08-26,2025-08-26,2025-12-17,2025-08-22,2025-08-27,2025-08-27,47150,,,,,,2025-12-08,,2025-09-06,,,,,2025-11-28,,,,
745,HVDC-ADOPT-HE-0441,E01,PRL-ZAK-027-O Spare,2025-07-17,4572116646,Hitachi,Elec,Main Converter,AC Bus Arresters Spare,,,,O,DAP,SEK,1339538.95,2592.48,133953.9,1476085.33,SWEDEN,Gothenburg,Khalifa port,GOT36800341-002,MSC MELATILDE,Scan Global Logistics AB,C,3,,,,,,,,,,,,,,,,,0,,,,215,1.3,1.3,,2025-07-17,2025-07-17,2025-08-26,2025-08-26,2025-12-17,2025-08-22,2025-08-27,2025-08-27,47150,,,,,,2025-12-12,,2025-09-06,,,,,,,,,
